Record Length,2500,Points,time1,volt1,,Record Length,2500,Points,time2,volt2
,,,-2.92E-04,-2.00E-02,,,,,-2.92E-04,8.00E-02
,,,-2.92E-04,-4.00E-02,,,,,-2.92E-04,8.00E-02
,,,-2.92E-04,-4.00E-02,,,,,-2.92E-04,1.60E-01
,,,-2.91E-04,-4.00E-02,,,,,-2.91E-04,8.00E-02
,,,-2.91E-04,-4.00E-02,,,,,-2.91E-04,1.60E-01
,,,-2.90E-04,-2.00E-02,,,,,-2.90E-04,1.60E-01
,,,-2.90E-04,-4.00E-02,,,,,-2.90E-04,8.00E-02
,,,-2.90E-04,-2.00E-02,,,,,-2.90E-04,8.00E-02
,,,-2.89E-04,-2.00E-02,,,,,-2.89E-04,8.00E-02
,,,-2.89E-04,2.00E-02,,,,,-2.89E-04,8.00E-02
,,,-2.88E-04,-2.00E-02,,,,,-2.88E-04,1.60E-01
,,,-2.88E-04,0,,,,,-2.88E-04,8.00E-02
,,,-2.88E-04,-2.00E-02,,,,,-2.88E-04,8.00E-02
,,,-2.87E-04,0,,,,,-2.87E-04,8.00E-02
,,,-2.87E-04,-2.00E-02,,,,,-2.87E-04,1.60E-01
,,,-2.86E-04,0,,,,,-2.86E-04,8.00E-02
,,,-2.86E-04,-4.00E-02,,,,,-2.86E-04,0
,,,-2.86E-04,0,,,,,-2.86E-04,1.60E-01
,,,-2.85E-04,-4.00E-02,,,,,-2.85E-04,1.60E-01
,,,-2.85E-04,-2.00E-02,,,,,-2.85E-04,1.60E-01
,,,-2.84E-04,-2.00E-02,,,,,-2.84E-04,1.60E-01
,,,-2.84E-04,0,,,,,-2.84E-04,1.60E-01
,,,-2.84E-04,-2.00E-02,,,,,-2.84E-04,1.60E-01
,,,-2.83E-04,-2.00E-02,,,,,-2.83E-04,8.00E-02
,,,-2.83E-04,-2.00E-02,,,,,-2.83E-04,8.00E-02
,,,-2.82E-04,0,,,,,-2.82E-04,8.00E-02
,,,-2.82E-04,-2.00E-02,,,,,-2.82E-04,1.60E-01
,,,-2.82E-04,-2.00E-02,,,,,-2.82E-04,1.60E-01
,,,-2.81E-04,-4.00E-02,,,,,-2.81E-04,1.60E-01
,,,-2.81E-04,-2.00E-02,,,,,-2.81E-04,8.00E-02
,,,-2.80E-04,-2.00E-02,,,,,-2.80E-04,8.00E-02
,,,-2.80E-04,-2.00E-02,,,,,-2.80E-04,8.00E-02
,,,-2.80E-04,0,,,,,-2.80E-04,1.60E-01
,,,-2.79E-04,-4.00E-02,,,,,-2.79E-04,2.40E-01
,,,-2.79E-04,0,,,,,-2.79E-04,1.60E-01
,,,-2.78E-04,-4.00E-02,,,,,-2.78E-04,8.00E-02
,,,-2.78E-04,-4.00E-02,,,,,-2.78E-04,1.60E-01
,,,-2.78E-04,2.00E-02,,,,,-2.78E-04,2.40E-01
,,,-2.77E-04,-2.00E-02,,,,,-2.77E-04,8.00E-02
,,,-2.77E-04,0,,,,,-2.77E-04,8.00E-02
,,,-2.76E-04,0,,,,,-2.76E-04,0
,,,-2.76E-04,0,,,,,-2.76E-04,8.00E-02
,,,-2.76E-04,-2.00E-02,,,,,-2.76E-04,8.00E-02
,,,-2.75E-04,-2.00E-02,,,,,-2.75E-04,8.00E-02
,,,-2.75E-04,0,,,,,-2.75E-04,1.60E-01
,,,-2.74E-04,0,,,,,-2.74E-04,1.60E-01
,,,-2.74E-04,-4.00E-02,,,,,-2.74E-04,1.60E-01
,,,-2.74E-04,-2.00E-02,,,,,-2.74E-04,8.00E-02
,,,-2.73E-04,-2.00E-02,,,,,-2.73E-04,2.40E-01
,,,-2.73E-04,-2.00E-02,,,,,-2.73E-04,8.00E-02
,,,-2.72E-04,0,,,,,-2.72E-04,8.00E-02
,,,-2.72E-04,-2.00E-02,,,,,-2.72E-04,1.60E-01
,,,-2.72E-04,-2.00E-02,,,,,-2.72E-04,1.60E-01
,,,-2.71E-04,-4.00E-02,,,,,-2.71E-04,8.00E-02
,,,-2.71E-04,-4.00E-02,,,,,-2.71E-04,8.00E-02
,,,-2.70E-04,-4.00E-02,,,,,-2.70E-04,8.00E-02
,,,-2.70E-04,-2.00E-02,,,,,-2.70E-04,8.00E-02
,,,-2.70E-04,0,,,,,-2.70E-04,1.60E-01
,,,-2.69E-04,-2.00E-02,,,,,-2.69E-04,2.40E-01
,,,-2.69E-04,2.00E-02,,,,,-2.69E-04,8.00E-02
,,,-2.68E-04,-4.00E-02,,,,,-2.68E-04,1.60E-01
,,,-2.68E-04,-4.00E-02,,,,,-2.68E-04,8.00E-02
,,,-2.68E-04,-2.00E-02,,,,,-2.68E-04,8.00E-02
,,,-2.67E-04,-4.00E-02,,,,,-2.67E-04,1.60E-01
,,,-2.67E-04,0,,,,,-2.67E-04,1.60E-01
,,,-2.66E-04,-2.00E-02,,,,,-2.66E-04,0
,,,-2.66E-04,-2.00E-02,,,,,-2.66E-04,8.00E-02
,,,-2.66E-04,-2.00E-02,,,,,-2.66E-04,1.60E-01
,,,-2.65E-04,-2.00E-02,,,,,-2.65E-04,0
,,,-2.65E-04,0,,,,,-2.65E-04,1.60E-01
,,,-2.64E-04,-4.00E-02,,,,,-2.64E-04,1.60E-01
,,,-2.64E-04,0,,,,,-2.64E-04,1.60E-01
,,,-2.64E-04,0,,,,,-2.64E-04,1.60E-01
,,,-2.63E-04,0,,,,,-2.63E-04,8.00E-02
,,,-2.63E-04,0,,,,,-2.63E-04,1.60E-01
,,,-2.62E-04,-4.00E-02,,,,,-2.62E-04,8.00E-02
,,,-2.62E-04,-2.00E-02,,,,,-2.62E-04,1.60E-01
,,,-2.62E-04,-2.00E-02,,,,,-2.62E-04,1.60E-01
,,,-2.61E-04,-4.00E-02,,,,,-2.61E-04,8.00E-02
,,,-2.61E-04,-2.00E-02,,,,,-2.61E-04,8.00E-02
,,,-2.60E-04,-4.00E-02,,,,,-2.60E-04,1.60E-01
,,,-2.60E-04,0,,,,,-2.60E-04,1.60E-01
,,,-2.60E-04,0,,,,,-2.60E-04,8.00E-02
,,,-2.59E-04,-2.00E-02,,,,,-2.59E-04,8.00E-02
,,,-2.59E-04,0,,,,,-2.59E-04,8.00E-02
,,,-2.58E-04,0,,,,,-2.58E-04,1.60E-01
,,,-2.58E-04,0,,,,,-2.58E-04,2.40E-01
,,,-2.58E-04,-2.00E-02,,,,,-2.58E-04,1.60E-01
,,,-2.57E-04,-2.00E-02,,,,,-2.57E-04,1.60E-01
,,,-2.57E-04,-2.00E-02,,,,,-2.57E-04,1.60E-01
,,,-2.56E-04,-4.00E-02,,,,,-2.56E-04,1.60E-01
,,,-2.56E-04,-4.00E-02,,,,,-2.56E-04,8.00E-02
,,,-2.56E-04,-2.00E-02,,,,,-2.56E-04,1.60E-01
,,,-2.55E-04,0,,,,,-2.55E-04,1.60E-01
,,,-2.55E-04,-2.00E-02,,,,,-2.55E-04,1.60E-01
,,,-2.54E-04,-2.00E-02,,,,,-2.54E-04,8.00E-02
,,,-2.54E-04,-2.00E-02,,,,,-2.54E-04,1.60E-01
,,,-2.54E-04,-2.00E-02,,,,,-2.54E-04,8.00E-02
,,,-2.53E-04,-2.00E-02,,,,,-2.53E-04,8.00E-02
,,,-2.53E-04,-2.00E-02,,,,,-2.53E-04,8.00E-02
,,,-2.52E-04,-4.00E-02,,,,,-2.52E-04,1.60E-01
,,,-2.52E-04,-2.00E-02,,,,,-2.52E-04,1.60E-01
,,,-2.52E-04,0,,,,,-2.52E-04,0
,,,-2.51E-04,-4.00E-02,,,,,-2.51E-04,8.00E-02
,,,-2.51E-04,-2.00E-02,,,,,-2.51E-04,8.00E-02
,,,-2.50E-04,-2.00E-02,,,,,-2.50E-04,1.60E-01
,,,-2.50E-04,-2.00E-02,,,,,-2.50E-04,1.60E-01
,,,-2.50E-04,-2.00E-02,,,,,-2.50E-04,8.00E-02
,,,-2.49E-04,0,,,,,-2.49E-04,1.60E-01
,,,-2.49E-04,0,,,,,-2.49E-04,8.00E-02
,,,-2.48E-04,-2.00E-02,,,,,-2.48E-04,1.60E-01
,,,-2.48E-04,-2.00E-02,,,,,-2.48E-04,8.00E-02
,,,-2.48E-04,0,,,,,-2.48E-04,1.60E-01
,,,-2.47E-04,-2.00E-02,,,,,-2.47E-04,1.60E-01
,,,-2.47E-04,-2.00E-02,,,,,-2.47E-04,8.00E-02
,,,-2.46E-04,-4.00E-02,,,,,-2.46E-04,8.00E-02
,,,-2.46E-04,-2.00E-02,,,,,-2.46E-04,8.00E-02
,,,-2.46E-04,-2.00E-02,,,,,-2.46E-04,1.60E-01
,,,-2.45E-04,0,,,,,-2.45E-04,1.60E-01
,,,-2.45E-04,-2.00E-02,,,,,-2.45E-04,1.60E-01
,,,-2.44E-04,-2.00E-02,,,,,-2.44E-04,8.00E-02
,,,-2.44E-04,0,,,,,-2.44E-04,1.60E-01
,,,-2.44E-04,0,,,,,-2.44E-04,1.60E-01
,,,-2.43E-04,0,,,,,-2.43E-04,1.60E-01
,,,-2.43E-04,-2.00E-02,,,,,-2.43E-04,2.40E-01
,,,-2.42E-04,-2.00E-02,,,,,-2.42E-04,1.60E-01
,,,-2.42E-04,-2.00E-02,,,,,-2.42E-04,8.00E-02
,,,-2.42E-04,-4.00E-02,,,,,-2.42E-04,1.60E-01
,,,-2.41E-04,-2.00E-02,,,,,-2.41E-04,1.60E-01
,,,-2.41E-04,-4.00E-02,,,,,-2.41E-04,1.60E-01
,,,-2.40E-04,-2.00E-02,,,,,-2.40E-04,8.00E-02
,,,-2.40E-04,-2.00E-02,,,,,-2.40E-04,1.60E-01
,,,-2.40E-04,-2.00E-02,,,,,-2.40E-04,1.60E-01
,,,-2.39E-04,-4.00E-02,,,,,-2.39E-04,1.60E-01
,,,-2.39E-04,0,,,,,-2.39E-04,1.60E-01
,,,-2.38E-04,-4.00E-02,,,,,-2.38E-04,8.00E-02
,,,-2.38E-04,0,,,,,-2.38E-04,1.60E-01
,,,-2.38E-04,-2.00E-02,,,,,-2.38E-04,1.60E-01
,,,-2.37E-04,-2.00E-02,,,,,-2.37E-04,1.60E-01
,,,-2.37E-04,0,,,,,-2.37E-04,8.00E-02
,,,-2.36E-04,-2.00E-02,,,,,-2.36E-04,1.60E-01
,,,-2.36E-04,0,,,,,-2.36E-04,1.60E-01
,,,-2.36E-04,0,,,,,-2.36E-04,1.60E-01
,,,-2.35E-04,0,,,,,-2.35E-04,1.60E-01
,,,-2.35E-04,-2.00E-02,,,,,-2.35E-04,8.00E-02
,,,-2.34E-04,-4.00E-02,,,,,-2.34E-04,8.00E-02
,,,-2.34E-04,-2.00E-02,,,,,-2.34E-04,8.00E-02
,,,-2.34E-04,-2.00E-02,,,,,-2.34E-04,1.60E-01
,,,-2.33E-04,-2.00E-02,,,,,-2.33E-04,8.00E-02
,,,-2.33E-04,-2.00E-02,,,,,-2.33E-04,1.60E-01
,,,-2.32E-04,0,,,,,-2.32E-04,1.60E-01
,,,-2.32E-04,-2.00E-02,,,,,-2.32E-04,1.60E-01
,,,-2.32E-04,0,,,,,-2.32E-04,8.00E-02
,,,-2.31E-04,-2.00E-02,,,,,-2.31E-04,1.60E-01
,,,-2.31E-04,-2.00E-02,,,,,-2.31E-04,2.40E-01
,,,-2.30E-04,-2.00E-02,,,,,-2.30E-04,1.60E-01
,,,-2.30E-04,-6.00E-02,,,,,-2.30E-04,8.00E-02
,,,-2.30E-04,0,,,,,-2.30E-04,8.00E-02
,,,-2.29E-04,-4.00E-02,,,,,-2.29E-04,1.60E-01
,,,-2.29E-04,0,,,,,-2.29E-04,1.60E-01
,,,-2.28E-04,-4.00E-02,,,,,-2.28E-04,1.60E-01
,,,-2.28E-04,-2.00E-02,,,,,-2.28E-04,1.60E-01
,,,-2.28E-04,-4.00E-02,,,,,-2.28E-04,2.40E-01
,,,-2.27E-04,0,,,,,-2.27E-04,1.60E-01
,,,-2.27E-04,-2.00E-02,,,,,-2.27E-04,0
,,,-2.26E-04,-2.00E-02,,,,,-2.26E-04,8.00E-02
,,,-2.26E-04,-4.00E-02,,,,,-2.26E-04,2.40E-01
,,,-2.26E-04,2.00E-02,,,,,-2.26E-04,1.60E-01
,,,-2.25E-04,-2.00E-02,,,,,-2.25E-04,8.00E-02
,,,-2.25E-04,-2.00E-02,,,,,-2.25E-04,1.60E-01
,,,-2.24E-04,-4.00E-02,,,,,-2.24E-04,8.00E-02
,,,-2.24E-04,0,,,,,-2.24E-04,8.00E-02
,,,-2.24E-04,-4.00E-02,,,,,-2.24E-04,8.00E-02
,,,-2.23E-04,0,,,,,-2.23E-04,8.00E-02
,,,-2.23E-04,-4.00E-02,,,,,-2.23E-04,1.60E-01
,,,-2.22E-04,-4.00E-02,,,,,-2.22E-04,8.00E-02
,,,-2.22E-04,-2.00E-02,,,,,-2.22E-04,0
,,,-2.22E-04,-2.00E-02,,,,,-2.22E-04,8.00E-02
,,,-2.21E-04,-4.00E-02,,,,,-2.21E-04,8.00E-02
,,,-2.21E-04,-4.00E-02,,,,,-2.21E-04,2.40E-01
,,,-2.20E-04,-2.00E-02,,,,,-2.20E-04,1.60E-01
,,,-2.20E-04,-2.00E-02,,,,,-2.20E-04,1.60E-01
,,,-2.20E-04,-2.00E-02,,,,,-2.20E-04,0
,,,-2.19E-04,2.00E-02,,,,,-2.19E-04,1.60E-01
,,,-2.19E-04,-2.00E-02,,,,,-2.19E-04,8.00E-02
,,,-2.18E-04,-2.00E-02,,,,,-2.18E-04,1.60E-01
,,,-2.18E-04,-2.00E-02,,,,,-2.18E-04,8.00E-02
,,,-2.18E-04,2.00E-02,,,,,-2.18E-04,8.00E-02
,,,-2.17E-04,0,,,,,-2.17E-04,0
,,,-2.17E-04,-2.00E-02,,,,,-2.17E-04,8.00E-02
,,,-2.16E-04,-2.00E-02,,,,,-2.16E-04,8.00E-02
,,,-2.16E-04,0,,,,,-2.16E-04,1.60E-01
,,,-2.16E-04,2.00E-02,,,,,-2.16E-04,1.60E-01
,,,-2.15E-04,-2.00E-02,,,,,-2.15E-04,2.40E-01
,,,-2.15E-04,-2.00E-02,,,,,-2.15E-04,0
,,,-2.14E-04,-2.00E-02,,,,,-2.14E-04,8.00E-02
,,,-2.14E-04,0,,,,,-2.14E-04,1.60E-01
,,,-2.14E-04,-2.00E-02,,,,,-2.14E-04,8.00E-02
,,,-2.13E-04,-2.00E-02,,,,,-2.13E-04,8.00E-02
,,,-2.13E-04,-2.00E-02,,,,,-2.13E-04,2.40E-01
,,,-2.12E-04,-2.00E-02,,,,,-2.12E-04,1.60E-01
,,,-2.12E-04,-2.00E-02,,,,,-2.12E-04,8.00E-02
,,,-2.12E-04,-2.00E-02,,,,,-2.12E-04,8.00E-02
,,,-2.11E-04,-2.00E-02,,,,,-2.11E-04,1.60E-01
,,,-2.11E-04,-2.00E-02,,,,,-2.11E-04,8.00E-02
,,,-2.10E-04,-2.00E-02,,,,,-2.10E-04,1.60E-01
,,,-2.10E-04,-2.00E-02,,,,,-2.10E-04,1.60E-01
,,,-2.10E-04,0,,,,,-2.10E-04,1.60E-01
,,,-2.09E-04,-2.00E-02,,,,,-2.09E-04,1.60E-01
,,,-2.09E-04,0,,,,,-2.09E-04,1.60E-01
,,,-2.08E-04,0,,,,,-2.08E-04,1.60E-01
,,,-2.08E-04,-2.00E-02,,,,,-2.08E-04,2.40E-01
,,,-2.08E-04,-4.00E-02,,,,,-2.08E-04,1.60E-01
,,,-2.07E-04,-2.00E-02,,,,,-2.07E-04,1.60E-01
,,,-2.07E-04,-2.00E-02,,,,,-2.07E-04,1.60E-01
,,,-2.06E-04,-2.00E-02,,,,,-2.06E-04,0
,,,-2.06E-04,-2.00E-02,,,,,-2.06E-04,1.60E-01
,,,-2.06E-04,2.00E-02,,,,,-2.06E-04,1.60E-01
,,,-2.05E-04,-2.00E-02,,,,,-2.05E-04,1.60E-01
,,,-2.05E-04,-4.00E-02,,,,,-2.05E-04,1.60E-01
,,,-2.04E-04,0,,,,,-2.04E-04,8.00E-02
,,,-2.04E-04,0,,,,,-2.04E-04,8.00E-02
,,,-2.04E-04,-2.00E-02,,,,,-2.04E-04,2.40E-01
,,,-2.03E-04,-2.00E-02,,,,,-2.03E-04,2.40E-01
,,,-2.03E-04,-2.00E-02,,,,,-2.03E-04,1.60E-01
,,,-2.02E-04,-2.00E-02,,,,,-2.02E-04,1.60E-01
,,,-2.02E-04,-2.00E-02,,,,,-2.02E-04,1.60E-01
,,,-2.02E-04,-2.00E-02,,,,,-2.02E-04,8.00E-02
,,,-2.01E-04,-2.00E-02,,,,,-2.01E-04,2.40E-01
,,,-2.01E-04,-4.00E-02,,,,,-2.01E-04,8.00E-02
,,,-2.00E-04,-2.00E-02,,,,,-2.00E-04,1.60E-01
,,,-2.00E-04,-2.00E-02,,,,,-2.00E-04,8.00E-02
,,,-2.00E-04,-2.00E-02,,,,,-2.00E-04,1.60E-01
,,,-1.99E-04,-2.00E-02,,,,,-1.99E-04,8.00E-02
,,,-1.99E-04,-4.00E-02,,,,,-1.99E-04,8.00E-02
,,,-1.98E-04,0,,,,,-1.98E-04,1.60E-01
,,,-1.98E-04,-2.00E-02,,,,,-1.98E-04,1.60E-01
,,,-1.98E-04,-2.00E-02,,,,,-1.98E-04,1.60E-01
,,,-1.97E-04,0,,,,,-1.97E-04,8.00E-02
,,,-1.97E-04,0,,,,,-1.97E-04,1.60E-01
,,,-1.96E-04,-2.00E-02,,,,,-1.96E-04,2.40E-01
,,,-1.96E-04,-4.00E-02,,,,,-1.96E-04,2.40E-01
,,,-1.96E-04,0,,,,,-1.96E-04,1.60E-01
,,,-1.95E-04,-2.00E-02,,,,,-1.95E-04,8.00E-02
,,,-1.95E-04,-4.00E-02,,,,,-1.95E-04,8.00E-02
,,,-1.94E-04,-2.00E-02,,,,,-1.94E-04,1.60E-01
,,,-1.94E-04,-2.00E-02,,,,,-1.94E-04,1.60E-01
,,,-1.94E-04,-4.00E-02,,,,,-1.94E-04,1.60E-01
,,,-1.93E-04,0,,,,,-1.93E-04,1.60E-01
,,,-1.93E-04,0,,,,,-1.93E-04,1.60E-01
,,,-1.92E-04,-4.00E-02,,,,,-1.92E-04,8.00E-02
,,,-1.92E-04,0,,,,,-1.92E-04,8.00E-02
,,,-1.92E-04,-4.00E-02,,,,,-1.92E-04,1.60E-01
,,,-1.91E-04,-4.00E-02,,,,,-1.91E-04,8.00E-02
,,,-1.91E-04,-2.00E-02,,,,,-1.91E-04,1.60E-01
,,,-1.90E-04,-2.00E-02,,,,,-1.90E-04,2.40E-01
,,,-1.90E-04,0,,,,,-1.90E-04,1.60E-01
,,,-1.90E-04,0,,,,,-1.90E-04,8.00E-02
,,,-1.89E-04,0,,,,,-1.89E-04,1.60E-01
,,,-1.89E-04,-4.00E-02,,,,,-1.89E-04,1.60E-01
,,,-1.88E-04,-2.00E-02,,,,,-1.88E-04,8.00E-02
,,,-1.88E-04,-6.00E-02,,,,,-1.88E-04,1.60E-01
,,,-1.88E-04,-2.00E-02,,,,,-1.88E-04,8.00E-02
,,,-1.87E-04,-4.00E-02,,,,,-1.87E-04,8.00E-02
,,,-1.87E-04,-2.00E-02,,,,,-1.87E-04,8.00E-02
,,,-1.86E-04,-4.00E-02,,,,,-1.86E-04,8.00E-02
,,,-1.86E-04,-2.00E-02,,,,,-1.86E-04,1.60E-01
,,,-1.86E-04,0,,,,,-1.86E-04,8.00E-02
,,,-1.85E-04,-2.00E-02,,,,,-1.85E-04,1.60E-01
,,,-1.85E-04,-6.00E-02,,,,,-1.85E-04,8.00E-02
,,,-1.84E-04,0,,,,,-1.84E-04,8.00E-02
,,,-1.84E-04,0,,,,,-1.84E-04,8.00E-02
,,,-1.84E-04,-2.00E-02,,,,,-1.84E-04,8.00E-02
,,,-1.83E-04,-4.00E-02,,,,,-1.83E-04,8.00E-02
,,,-1.83E-04,-4.00E-02,,,,,-1.83E-04,8.00E-02
,,,-1.82E-04,-2.00E-02,,,,,-1.82E-04,1.60E-01
,,,-1.82E-04,-4.00E-02,,,,,-1.82E-04,8.00E-02
,,,-1.82E-04,-4.00E-02,,,,,-1.82E-04,1.60E-01
,,,-1.81E-04,-4.00E-02,,,,,-1.81E-04,8.00E-02
,,,-1.81E-04,-2.00E-02,,,,,-1.81E-04,8.00E-02
,,,-1.80E-04,0,,,,,-1.80E-04,1.60E-01
,,,-1.80E-04,2.00E-02,,,,,-1.80E-04,8.00E-02
,,,-1.80E-04,0,,,,,-1.80E-04,1.60E-01
,,,-1.79E-04,-2.00E-02,,,,,-1.79E-04,8.00E-02
,,,-1.79E-04,0,,,,,-1.79E-04,1.60E-01
,,,-1.78E-04,0,,,,,-1.78E-04,8.00E-02
,,,-1.78E-04,-2.00E-02,,,,,-1.78E-04,2.40E-01
,,,-1.78E-04,0,,,,,-1.78E-04,8.00E-02
,,,-1.77E-04,0,,,,,-1.77E-04,1.60E-01
,,,-1.77E-04,-2.00E-02,,,,,-1.77E-04,1.60E-01
,,,-1.76E-04,-2.00E-02,,,,,-1.76E-04,1.60E-01
,,,-1.76E-04,-4.00E-02,,,,,-1.76E-04,1.60E-01
,,,-1.76E-04,0,,,,,-1.76E-04,2.40E-01
,,,-1.75E-04,-4.00E-02,,,,,-1.75E-04,8.00E-02
,,,-1.75E-04,-2.00E-02,,,,,-1.75E-04,2.40E-01
,,,-1.74E-04,-2.00E-02,,,,,-1.74E-04,8.00E-02
,,,-1.74E-04,-2.00E-02,,,,,-1.74E-04,8.00E-02
,,,-1.74E-04,0,,,,,-1.74E-04,8.00E-02
,,,-1.73E-04,-4.00E-02,,,,,-1.73E-04,1.60E-01
,,,-1.73E-04,-2.00E-02,,,,,-1.73E-04,2.40E-01
,,,-1.72E-04,-2.00E-02,,,,,-1.72E-04,1.60E-01
,,,-1.72E-04,-2.00E-02,,,,,-1.72E-04,1.60E-01
,,,-1.72E-04,0,,,,,-1.72E-04,2.40E-01
,,,-1.71E-04,0,,,,,-1.71E-04,2.40E-01
,,,-1.71E-04,0,,,,,-1.71E-04,1.60E-01
,,,-1.70E-04,0,,,,,-1.70E-04,8.00E-02
,,,-1.70E-04,0,,,,,-1.70E-04,1.60E-01
,,,-1.70E-04,-2.00E-02,,,,,-1.70E-04,1.60E-01
,,,-1.69E-04,-2.00E-02,,,,,-1.69E-04,1.60E-01
,,,-1.69E-04,-2.00E-02,,,,,-1.69E-04,1.60E-01
,,,-1.68E-04,0,,,,,-1.68E-04,1.60E-01
,,,-1.68E-04,-2.00E-02,,,,,-1.68E-04,1.60E-01
,,,-1.68E-04,-2.00E-02,,,,,-1.68E-04,1.60E-01
,,,-1.67E-04,-4.00E-02,,,,,-1.67E-04,8.00E-02
,,,-1.67E-04,-2.00E-02,,,,,-1.67E-04,8.00E-02
,,,-1.66E-04,-2.00E-02,,,,,-1.66E-04,1.60E-01
,,,-1.66E-04,-2.00E-02,,,,,-1.66E-04,1.60E-01
,,,-1.66E-04,-2.00E-02,,,,,-1.66E-04,1.60E-01
,,,-1.65E-04,-4.00E-02,,,,,-1.65E-04,1.60E-01
,,,-1.65E-04,-2.00E-02,,,,,-1.65E-04,8.00E-02
,,,-1.64E-04,0,,,,,-1.64E-04,1.60E-01
,,,-1.64E-04,0,,,,,-1.64E-04,1.60E-01
,,,-1.64E-04,-2.00E-02,,,,,-1.64E-04,1.60E-01
,,,-1.63E-04,0,,,,,-1.63E-04,8.00E-02
,,,-1.63E-04,-2.00E-02,,,,,-1.63E-04,8.00E-02
,,,-1.62E-04,-4.00E-02,,,,,-1.62E-04,8.00E-02
,,,-1.62E-04,-4.00E-02,,,,,-1.62E-04,1.60E-01
,,,-1.62E-04,-4.00E-02,,,,,-1.62E-04,1.60E-01
,,,-1.61E-04,-2.00E-02,,,,,-1.61E-04,1.60E-01
,,,-1.61E-04,2.00E-02,,,,,-1.61E-04,1.60E-01
,,,-1.60E-04,-2.00E-02,,,,,-1.60E-04,1.60E-01
,,,-1.60E-04,-4.00E-02,,,,,-1.60E-04,1.60E-01
,,,-1.60E-04,-4.00E-02,,,,,-1.60E-04,8.00E-02
,,,-1.59E-04,0,,,,,-1.59E-04,8.00E-02
,,,-1.59E-04,-4.00E-02,,,,,-1.59E-04,1.60E-01
,,,-1.58E-04,-2.00E-02,,,,,-1.58E-04,1.60E-01
,,,-1.58E-04,-2.00E-02,,,,,-1.58E-04,2.40E-01
,,,-1.58E-04,-2.00E-02,,,,,-1.58E-04,0
,,,-1.57E-04,2.00E-02,,,,,-1.57E-04,0
,,,-1.57E-04,-2.00E-02,,,,,-1.57E-04,8.00E-02
,,,-1.56E-04,0,,,,,-1.56E-04,8.00E-02
,,,-1.56E-04,-4.00E-02,,,,,-1.56E-04,1.60E-01
,,,-1.56E-04,-2.00E-02,,,,,-1.56E-04,1.60E-01
,,,-1.55E-04,-4.00E-02,,,,,-1.55E-04,1.60E-01
,,,-1.55E-04,-2.00E-02,,,,,-1.55E-04,1.60E-01
,,,-1.54E-04,-2.00E-02,,,,,-1.54E-04,2.40E-01
,,,-1.54E-04,0,,,,,-1.54E-04,1.60E-01
,,,-1.54E-04,-4.00E-02,,,,,-1.54E-04,8.00E-02
